Observation,Data_Marking,Observation_Type_Value,Dimension_Hierarchy_1,Dimension_Name_1,Dimension_Value_1,Dimension_Hierarchy_2,Dimension_Name_2,Dimension_Value_2,Dimension_Hierarchy_3,Dimension_Name_3,Dimension_Value_3
21642.0,,,time,Year,2008,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
21283.0,,,time,Year,2009,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
21842.0,,,time,Year,2010,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
22336.0,,,time,Year,2011,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
22929.0,,,time,Year,2012,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
23750.0,,,time,Year,2013,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
24616.0,,,time,Year,2014,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
100.0,,,time,Year,1997,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,1998,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,1999,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,2000,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,2001,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,2002,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,2003,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,2004,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,2005,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,2006,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,2007,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,2008,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,2009,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,2010,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,2011,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,2012,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,2013,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
100.0,,,time,Year,2014,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021745
665544.0,,,time,Year,1997,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
701484.0,,,time,Year,1998,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
729605.0,,,time,Year,1999,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
770342.0,,,time,Year,2000,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
804151.0,,,time,Year,2001,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
848721.0,,,time,Year,2002,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
902200.0,,,time,Year,2003,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
949239.0,,,time,Year,2004,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1005936.0,,,time,Year,2005,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1060069.0,,,time,Year,2006,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1120687.0,,,time,Year,2007,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1152632.0,,,time,Year,2008,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1139313.0,,,time,Year,2009,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1184511.0,,,time,Year,2010,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1221796.0,,,time,Year,2011,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1264238.0,,,time,Year,2012,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1317754.0,,,time,Year,2013,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1377851.0,,,time,Year,2014,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
13676.0,,,time,Year,1997,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
14369.0,,,time,Year,1998,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
14880.0,,,time,Year,1999,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
15647.0,,,time,Year,2000,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
16262.0,,,time,Year,2001,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
17084.0,,,time,Year,2002,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
18071.0,,,time,Year,2003,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
18911.0,,,time,Year,2004,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
19878.0,,,time,Year,2005,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
20800.0,,,time,Year,2006,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
21811.0,,,time,Year,2007,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
22245.0,,,time,Year,2008,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
21827.0,,,time,Year,2009,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
22501.0,,,time,Year,2010,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
23006.0,,,time,Year,2011,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
23633.0,,,time,Year,2012,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
24464.0,,,time,Year,2013,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
25367.0,,,time,Year,2014,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
102.7,,,time,Year,1997,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
102.9,,,time,Year,1998,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.2,,,time,Year,1999,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.1,,,time,Year,2000,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.1,,,time,Year,2001,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.2,,,time,Year,2002,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.0,,,time,Year,2003,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
102.8,,,time,Year,2004,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
102.7,,,time,Year,2005,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
102.6,,,time,Year,2006,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
102.6,,,time,Year,2007,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
102.8,,,time,Year,2008,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
102.6,,,time,Year,2009,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.0,,,time,Year,2010,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.0,,,time,Year,2011,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.1,,,time,Year,2012,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.0,,,time,Year,2013,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.1,,,time,Year,2014,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
28372.0,,,time,Year,1997,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
29162.0,,,time,Year,1998,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
30124.0,,,time,Year,1999,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
31851.0,,,time,Year,2000,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
32379.0,,,time,Year,2001,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
34314.0,,,time,Year,2002,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
37059.0,,,time,Year,2003,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
40096.0,,,time,Year,2004,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
42250.0,,,time,Year,2005,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
44586.0,,,time,Year,2006,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
46665.0,,,time,Year,2007,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
46404.0,,,time,Year,2008,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
46933.0,,,time,Year,2009,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
47440.0,,,time,Year,2010,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
49678.0,,,time,Year,2011,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
51180.0,,,time,Year,2012,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
53065.0,,,time,Year,2013,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
54336.0,,,time,Year,2014,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
9801.0,,,time,Year,1997,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
10057.0,,,time,Year,1998,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
10385.0,,,time,Year,1999,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
10957.0,,,time,Year,2000,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
11126.0,,,time,Year,2001,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
11740.0,,,time,Year,2002,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
12615.0,,,time,Year,2003,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
13558.0,,,time,Year,2004,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
14229.0,,,time,Year,2005,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
14933.0,,,time,Year,2006,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
15522.0,,,time,Year,2007,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
15336.0,,,time,Year,2008,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
15444.0,,,time,Year,2009,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
15554.0,,,time,Year,2010,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
16215.0,,,time,Year,2011,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
16649.0,,,time,Year,2012,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
17215.0,,,time,Year,2013,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
17573.0,,,time,Year,2014,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
73.6,,,time,Year,1997,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
72.0,,,time,Year,1998,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
72.0,,,time,Year,1999,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
72.2,,,time,Year,2000,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
70.5,,,time,Year,2001,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
70.9,,,time,Year,2002,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
71.9,,,time,Year,2003,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
73.7,,,time,Year,2004,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
73.5,,,time,Year,2005,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
73.6,,,time,Year,2006,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
73.0,,,time,Year,2007,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
70.9,,,time,Year,2008,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
72.6,,,time,Year,2009,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
71.2,,,time,Year,2010,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
72.6,,,time,Year,2011,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
72.6,,,time,Year,2012,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
72.5,,,time,Year,2013,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
71.4,,,time,Year,2014,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
64281.0,,,time,Year,1997,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
67327.0,,,time,Year,1998,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
67183.0,,,time,Year,1999,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
70312.0,,,time,Year,2000,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
74497.0,,,time,Year,2001,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
77674.0,,,time,Year,2002,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
82092.0,,,time,Year,2003,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
87596.0,,,time,Year,2004,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
93328.0,,,time,Year,2005,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
99462.0,,,time,Year,2006,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
104497.0,,,time,Year,2007,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
107497.0,,,time,Year,2008,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
108189.0,,,time,Year,2009,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
107653.0,,,time,Year,2010,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
110285.0,,,time,Year,2011,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
112594.0,,,time,Year,2012,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
118135.0,,,time,Year,2013,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
123543.0,,,time,Year,2014,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
12645.0,,,time,Year,1997,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
13261.0,,,time,Year,1998,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
13246.0,,,time,Year,1999,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
13888.0,,,time,Year,2000,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
14711.0,,,time,Year,2001,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
15332.0,,,time,Year,2002,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
16197.0,,,time,Year,2003,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
17229.0,,,time,Year,2004,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
18263.0,,,time,Year,2005,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
19377.0,,,time,Year,2006,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
20212.0,,,time,Year,2007,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
20661.0,,,time,Year,2008,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
20679.0,,,time,Year,2009,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
20458.0,,,time,Year,2010,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
20809.0,,,time,Year,2011,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
21190.0,,,time,Year,2012,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
22174.0,,,time,Year,2013,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
23102.0,,,time,Year,2014,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
94.9,,,time,Year,1997,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
94.9,,,time,Year,1998,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
91.8,,,time,Year,1999,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
91.5,,,time,Year,2000,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
93.2,,,time,Year,2001,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
92.6,,,time,Year,2002,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
92.3,,,time,Year,2003,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
93.7,,,time,Year,2004,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
94.4,,,time,Year,2005,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
95.6,,,time,Year,2006,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
95.1,,,time,Year,2007,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
95.5,,,time,Year,2008,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
97.2,,,time,Year,2009,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
93.7,,,time,Year,2010,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
93.2,,,time,Year,2011,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
92.4,,,time,Year,2012,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
93.4,,,time,Year,2013,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
93.9,,,time,Year,2014,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
18610.0,,,time,Year,1997,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
18721.0,,,time,Year,1998,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
19591.0,,,time,Year,1999,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
20980.0,,,time,Year,2000,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
21685.0,,,time,Year,2001,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
22333.0,,,time,Year,2002,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
24620.0,,,time,Year,2003,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
25630.0,,,time,Year,2004,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
27338.0,,,time,Year,2005,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
29374.0,,,time,Year,2006,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
31643.0,,,time,Year,2007,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
31482.0,,,time,Year,2008,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
30623.0,,,time,Year,2009,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
31212.0,,,time,Year,2010,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
31800.0,,,time,Year,2011,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
32684.0,,,time,Year,2012,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
33537.0,,,time,Year,2013,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
34384.0,,,time,Year,2014,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
11135.0,,,time,Year,1997,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
11159.0,,,time,Year,1998,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
11668.0,,,time,Year,1999,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
12466.0,,,time,Year,2000,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
12840.0,,,time,Year,2001,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
13156.0,,,time,Year,2002,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
14441.0,,,time,Year,2003,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
14953.0,,,time,Year,2004,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
15823.0,,,time,Year,2005,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
16851.0,,,time,Year,2006,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
17962.0,,,time,Year,2007,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
17695.0,,,time,Year,2008,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
17076.0,,,time,Year,2009,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
17293.0,,,time,Year,2010,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
17527.0,,,time,Year,2011,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
17923.0,,,time,Year,2012,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
18329.0,,,time,Year,2013,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
18682.0,,,time,Year,2014,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
83.6,,,time,Year,1997,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
79.9,,,time,Year,1998,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
80.9,,,time,Year,1999,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
82.2,,,time,Year,2000,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
81.4,,,time,Year,2001,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
79.4,,,time,Year,2002,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
82.3,,,time,Year,2003,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
81.3,,,time,Year,2004,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
81.8,,,time,Year,2005,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
83.1,,,time,Year,2006,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
84.5,,,time,Year,2007,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
81.8,,,time,Year,2008,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
80.2,,,time,Year,2009,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
79.2,,,time,Year,2010,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
78.5,,,time,Year,2011,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
78.2,,,time,Year,2012,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
77.2,,,time,Year,2013,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
75.9,,,time,Year,2014,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
24997.0,,,time,Year,1997,2015EUROSTATH,Geography,UKC,CL_0000908,Component,CI_0021743
25843.0,,,time,Year,1998,2015EUROSTATH,Geography,UKC,CL_0000908,Component,CI_0021743
26722.0,,,time,Year,1999,2015EUROSTATH,Geography,UKC,CL_0000908,Component,CI_0021743
27595.0,,,time,Year,2000,2015EUROSTATH,Geography,UKC,CL_0000908,Component,CI_0021743
28895.0,,,time,Year,2001,2015EUROSTATH,Geography,UKC,CL_0000908,Component,CI_0021743
31032.0,,,time,Year,2002,2015EUROSTATH,Geography,UKC,CL_0000908,Component,CI_0021743
33167.0,,,time,Year,2003,2015EUROSTATH,Geography,UKC,CL_0000908,Component,CI_0021743
35907.0,,,time,Year,2004,2015EUROSTATH,Geography,UKC,CL_0000908,Component,CI_0021743
37953.0,,,time,Year,2005,2015EUROSTATH,Geography,UKC,CL_0000908,Component,CI_0021743
